상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드_명,행정동_코드_명,경도,위도
3130116,동성타워프라자,208594,456497,중랑구,신내1동,127.09732958269647,37.608015426299296
3130117,정릉시장,200788,456537,성북구,정릉3동,127.00892438114056,37.60841561935929
3130190,홍대소상공인상점가,193084,450375,마포구,서교동,126.92173200594554,37.55287077900313
3130264,상도약수골목형상점가,195047,444141,동작구,상도4동,126.9439891665278,37.49671495630897
3130265,노량진중앙시장,195104,445890,동작구,노량진1동,126.94462211025515,37.51247383763459
3130266,만양로상점가,195116,445792,동작구,노량진1동,126.94475849109276,37.51159091740232
3130001,통인시장,197351,453449,종로구,청운효자동,126.97001029915941,37.580589524576354
3130002,세종마을음식문화거리(금천교시장),197423,453030,종로구,사직동,126.9708268941168,37.5768145641106
3130103,이경시장,205838,455017,동대문구,휘경1동,127.06610529431995,37.59470238801467
3130104,전곡시장,206069,453113,동대문구,장안2동,127.06870520080007,37.57754600063627
3130105,장미제일시장(중화동제일시장),206703,456124,중랑구,중화2동,127.07591005475709,37.60467045615055
3130106,중랑동부시장,206787,454757,중랑구,면목2동,127.07684866751778,37.592353303829555
3130107,중랑동부시장(중랑교종합상가),206823,454827,중랑구,상봉2동,127.07725694432641,37.59298373151954
3130108,태능엔터피아(태릉시장),206854,455524,중랑구,중화2동,127.07761447999405,37.59926340567427
3130181,아현가구거리상점가,196352,450951,서대문구,북아현동,126.95871290751046,37.55807924724714
3130025,삼익패션타운(남대문시장),198170,451158,중구,회현동,126.97928802926204,37.559949713268395
3130031,청계천공구상가,199234,452011,중구,을지로동,126.99132950824925,37.56763671059657
3130118,정릉골 골목형상점가,200875,456986,성북구,정릉4동,127.00991022394564,37.61246098232057
3130119,정릉아리랑시장,201059,455924,성북구,정릉2동,127.01199266603757,37.602892279007925
3130194,용강동 상점가,194876,449054,마포구,용강동,126.94202117995056,37.540980290301704
3130195,도화동 상점가,195525,448962,마포구,도화동,126.94936526895961,37.54015474788199
3130196,공덕시장,195839,449451,마포구,공덕동,126.95291541458452,37.54456210465348
3130197,마포시장,195890,449503,마포구,공덕동,126.95349222353501,37.54503085282252
3130198,아현시장,195969,450765,마포구,아현동,126.9543792384095,37.55640179732696
3130199,신월3동 골목시장,184634,448266,양천구,신월3동,126.82614824040027,37.53376667458731
3130200,"신월7동 골목시장(약수시장, 우성상가)",185253,447069,양천구,신월7동,126.833175632474,37.52299183125265
3130032,인현시장,199564,451524,중구,광희동,126.9950651270371,37.56324907476504
3130033,대림상가(청계상가),199596,452001,중구,을지로동,126.99542705683898,37.567546840841366
3130034,필동 골목형상점가,199682,451157,중구,필동,126.9964008709876,37.55994246513612
3130123,꿈의숲 장곡 골목형상점가,204112,457600,성북구,장위1동,127.04657583318793,37.61798427622631
3130201,월정로시장,185340,448178,양천구,신월1동,126.83413768731026,37.53298528577645
3130202,신영시장,185484,448177,양천구,신월1동,126.83576690779837,37.532978552718
3130203,서서울 골목형상점가,185608,447927,양천구,신월1동,126.83717472744708,37.530728001368765
3130204,경창시장,186037,447238,양천구,신월2동,126.84204133356633,37.524526713829125
3130205,신곡종합시장(신월6동 골목시장),186079,446521,양천구,신월6동,126.84253004100526,37.51806718222335
3130206,신정3동 골목시장,187022,446574,양천구,신정3동,126.85319599069369,37.51855845201219
3130207,신정1동 골목시장(신정제일시장),187121,446835,양천구,신정1동,126.85431127941561,37.5209114490885
3130208,목동깨비시장(목3동시장),188063,449908,양천구,목3동,126.86491733158284,37.548611790299745
3130036,중부시장(신중부시장),200023,451787,중구,광희동,127.00026033411363,37.56561879780388
3130038,"평화시장(통일상가, 동화상가)",200712,452140,중구,광희동,127.00805938127434,37.56879903833505
3130042,약수시장,200969,450370,중구,약수동,127.01096611803986,37.55285116043482
3130046,team204(팀204),201168,452028,중구,신당동,127.01322082902271,37.567789457999865
3130035,방산종합시장(방산시장),200015,452052,중구,을지로동,127.00016978853688,37.56800643712113
3130120,돈암시장(돈암제일시장),201401,454697,성북구,삼선동,127.01586330439116,37.59183665992462
3130121,길음시장,201933,455901,성북구,길음1동,127.02189023475428,37.602683630466736
3130122,밤나무골시장,203140,456580,성북구,월곡1동,127.03556180179773,37.60879802431153
3130191,홍대 걷고싶은 거리,193388,450714,마포구,서교동,126.92516930057623,37.55592738931953
3130192,동진시장,193538,451420,마포구,연남동,126.92686069302329,37.56228948723856
3130193,신수시장,194286,449527,마포구,신수동,126.93534156571505,37.54523854892149
3130021,신설종합시장,201854,452569,종로구,숭인2동,127.02098716952338,37.57266271778433
3130022,숭례문수입상가(남대문시장),197893,451101,중구,회현동,126.9761531025199,37.55943555342979
3130024,남대문시장(자유상가),198022,451117,중구,회현동,126.97761307341452,37.55957999880267
3130212,공항시장,183093,451520,강서구,방화2동,126.80863843129447,37.563058055832414
3130213,방신전통시장,183423,452471,강서구,방화1동,126.81235201849918,37.571632474906465
3130214,송화벽화시장(송화골목시장),185468,449994,강서구,발산1동,126.8355499326782,37.549349400157496
3130047,테크노상가(엘리시움),201143,452157,중구,신당동,127.01293804999196,37.56895177373238
3130048,동평화시장,201165,452217,중구,신당동,127.0131871716288,37.56949234348714
3130124,번동시장,204237,457971,성북구,장위3동,127.04799383237463,37.62132637254061
3130125,장위전통시장,204520,456886,성북구,장위2동,127.0511927587875,37.61154930592484
3130126,새석관시장,204666,456526,성북구,석관동,127.05284403459633,37.60830501690517
3130127,석관시장,205334,456601,성북구,석관동,127.06040990437167,37.60897712863277
3130128,돌곶이시장(석관황금시장),205475,456688,성북구,석관동,127.0620074415214,37.60976016072055
3130129,장미원골목시장,201264,460597,강북구,우이동,127.0143222680271,37.644995149082234
3130130,수유북부골목시장,201421,459635,강북구,인수동,127.01609935005759,37.636327448161275
3130209,목사랑시장(목4동시장),188196,448723,양천구,목4동,126.86644144350878,37.53793668742033
3130210,목2동시장,188802,449649,양천구,목2동,126.87328400792225,37.54628747973894
3130211,신정2동 골목시장(오목교중앙시장),189057,446789,양천구,신정2동,126.876212166544,37.52052197226109
3001491,이태원 관광특구,199498,448311,용산구,이태원1동,126.99432030199267,37.5342999541775
3001492,명동 남대문 북창동 다동 무교동 관광특구,198397,451614,중구,소공동,126.98185622262775,37.564058680496096
3001493,동대문패션타운 관광특구,200996,451976,중구,광희동,127.01127385554352,37.567321142166996
3001494,종로?청계 관광특구,199796,452274,종로구,종로1?2?3?4가동,126.99769081415003,37.57000662482674
3001495,잠실 관광특구,210188,446334,송파구,방이2동,127.11524094253139,37.51643105790915
3001496,강남 마이스 관광특구,205282,445736,강남구,삼성1동,127.05974276727348,37.51108416413466
